DateTime,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008-10-23-2,6024,30,69,12,662.0,510,1874.0,1783,1225,732.0,753.0,668.0,51.0,72.0,5590,26.0,38.0,0,0,0.0,0.0,7.0,0.0,76.0
2008-10-23-20,1501984,7480,17204,2992,1515588.0,1510298,1558731.0,1581137,1464224,84416.0,87619.0,68135.0,2010.0,5090.0,477640,4022.0,12277.0,0,1,1815.0,7.0,1329.0,0.0,2491.0
2008-10-23-21,1347368,6710,15433,2684,1426292.0,1414804,1335179.0,1360726,1539171,75020.0,77422.0,60812.0,4291.0,6568.0,431351,3538.0,10700.0,1,1,3418.0,0.0,827.0,0.0,2794.0
2008-10-23-22,546176,2720,6256,1088,604706.0,597259,452030.0,484706,496156,34624.0,35307.0,28968.0,3404.0,4087.0,218558,1550.0,4106.0,0,0,2138.0,0.0,349.0,0.0,1753.0
2008-10-23-23,98392,490,1127,196,114162.0,108104,28983.0,49908,48380,9301.0,9604.0,8341.0,1795.0,2098.0,69643,301.0,659.0,0,0,618.0,3.0,146.0,0.0,1268.0
2008-10-23-26,4016,20,46,8,52.0,55,972.0,1002,1848,380.0,407.0,349.0,-30.0,-3.0,3058,14.0,17.0,0,0,,,,,
2008-10-23-27,2008,10,23,4,27.0,2235,129.0,2345,4772,62.0,70.0,43.0,104.0,112.0,232,4.0,15.0,0,0,104.0,0.0,0.0,0.0,0.0
2008-10-23-3,6024,30,69,12,662.0,2715,2083.0,1753,2609,621.0,598.0,553.0,210.0,187.0,4441,28.0,40.0,0,0,189.0,0.0,19.0,0.0,0.0
2008-10-23-32,2008,10,23,4,32.0,35,751.0,745,966,259.0,250.0,232.0,6.0,-3.0,1946,11.0,16.0,0,0,,,,,
2008-10-23-34,2008,10,23,4,34.0,40,530.0,530,2414,176.0,170.0,151.0,0.0,-6.0,1235,8.0,17.0,0,0,,,,,
2008-10-23-36,2008,10,23,4,36.0,40,456.0,505,1650,140.0,145.0,127.0,-9.0,-4.0,1055,4.0,9.0,0,0,,,,,
2008-10-23-37,2008,10,23,4,37.0,40,547.0,550,154,190.0,190.0,171.0,-3.0,-3.0,1399,2.0,17.0,0,0,,,,,
2008-10-23-4,18072,90,207,36,4076.0,4399,6113.0,6223,13183,997.0,1024.0,781.0,-70.0,-43.0,5624,72.0,144.0,0,0,,,,,
2008-10-23-45,2008,10,23,4,45.0,50,555.0,600,2466,190.0,190.0,172.0,-5.0,-5.0,1464,5.0,13.0,0,0,,,,,
2008-10-23-47,2008,10,23,4,47.0,50,502.0,525,30,195.0,215.0,184.0,-23.0,-3.0,1542,3.0,8.0,0,0,,,,,
2008-10-23-5,867456,4320,9936,1728,237115.0,253590,326683.0,329726,1221798,47048.0,47096.0,37556.0,-1963.0,-1915.0,247187,3424.0,6068.0,0,0,8.0,13.0,406.0,0.0,0.0
2008-10-23-51,2008,10,23,4,51.0,100,540.0,543,1496,169.0,163.0,150.0,-3.0,-9.0,1222,9.0,10.0,0,0,,,,,
2008-10-23-52,2008,10,23,4,52.0,45,451.0,458,223,179.0,193.0,163.0,-7.0,7.0,1449,5.0,11.0,0,0,,,,,
2008-10-23-54,2008,10,23,4,54.0,50,625.0,547,774,211.0,177.0,186.0,38.0,4.0,1300,4.0,21.0,0,0,0.0,0.0,38.0,0.0,0.0
2008-10-23-59,2008,10,23,4,59.0,55,551.0,547,766,172.0,172.0,154.0,4.0,4.0,1334,7.0,11.0,0,0,,,,,
2008-10-23-6,2520040,12550,28865,5020,791606.0,802930,1062703.0,1070260,2691855,152337.0,153570.0,124800.0,-4317.0,-3084.0,857261,8954.0,18583.0,0,0,474.0,15.0,1786.0,0.0,0.0
2008-10-23-7,2469840,12300,28290,4920,896125.0,901525,1159793.0,1168276,2400108,159240.0,162071.0,131525.0,-4247.0,-1480.0,926538,8672.0,19105.0,0,1,1460.0,28.0,1603.0,16.0,116.0
2008-10-23-8,2526064,12580,28934,5032,1045587.0,1050514,1325243.0,1330441,2587117,170891.0,174287.0,141805.0,-2840.0,353.0,1013606,8289.0,20857.0,0,3,2470.0,1.0,1804.0,0.0,518.0
2008-10-23-9,2315224,11530,26519,4612,1073471.0,1073680,1310386.0,1314626,2544110,144295.0,147966.0,117439.0,-2000.0,1671.0,830593,7299.0,19557.0,0,0,2869.0,18.0,1333.0,0.0,604.0
2008-10-23-n,138552,690,1587,276,,73178,,85051,112649,,7073.0,,,,36173,,,69,0,,,,,
2008-10-24-1,16064,80,192,40,782.0,6490,3132.0,9007,11046,1230.0,1317.0,1063.0,765.0,852.0,8855,57.0,110.0,0,0,0.0,59.0,437.0,0.0,332.0
2008-10-24-10,2387512,11890,28536,5945,1220876.0,1213807,1480716.0,1473294,2637832,149791.0,149567.0,120912.0,6974.0,6509.0,845241,7789.0,21166.0,1,2,3301.0,48.0,5800.0,9.0,1753.0
2008-10-24-11,2373456,11820,28368,5910,1334888.0,1324467,1586968.0,1575323,2577482,149900.0,152116.0,123736.0,7085.0,9301.0,868755,7818.0,18346.0,0,0,3338.0,114.0,4602.0,30.0,3630.0
2008-10-24-12,2273056,11320,27168,5660,1390270.0,1377805,1637980.0,1629520,2474664,142742.0,145595.0,118156.0,9050.0,11825.0,837270,7672.0,16914.0,1,0,4214.0,418.0,6028.0,16.0,3425.0
2008-10-24-13,2387512,11890,28536,5945,1576946.0,1561905,1842308.0,1825889,2720889,146827.0,147464.0,119493.0,13917.0,14241.0,827020,7885.0,19500.0,0,2,3526.0,545.0,7009.0,4.0,6463.0
2008-10-24-14,2234904,11130,26712,5565,1592866.0,1570793,1822953.0,1802444,2440820,136645.0,138391.0,111970.0,12466.0,14113.0,771813,7778.0,16913.0,0,1,2735.0,271.0,6329.0,18.0,7244.0
2008-10-24-15,2240928,11160,26784,5580,1703282.0,1679683,1930200.0,1910780,2453590,136634.0,138937.0,111393.0,14352.0,16519.0,777878,7472.0,17822.0,0,2,4152.0,783.0,5580.0,0.0,7616.0
2008-10-24-16,2409600,12000,28800,6000,1953940.0,1924080,2159849.0,2138809,2867239,145835.0,148269.0,117362.0,19335.0,21700.0,807796,8392.0,20175.0,1,2,4985.0,583.0,7313.0,13.0,11505.0
2008-10-24-17,2369440,11800,28320,5900,2036061.0,2010338,2235822.0,2209321,2542272,150929.0,153043.0,122884.0,18851.0,20803.0,843892,8406.0,19681.0,0,2,4319.0,1220.0,6403.0,162.0,11540.0
2008-10-24-18,2206792,10990,26376,5495,2009472.0,1975452,2193871.0,2162604,2238632,140398.0,140612.0,112735.0,22234.0,22300.0,773832,7774.0,19908.0,0,1,4305.0,809.0,7925.0,299.0,13230.0
2008-10-24-19,2236912,11140,26736,5570,2147070.0,2107342,2289014.0,2257378,2513041,133717.0,135676.0,106351.0,24089.0,25928.0,735207,7832.0,19568.0,0,2,5421.0,937.0,8015.0,11.0,13902.0
2008-10-24-2,10040,50,120,25,908.0,4908,3250.0,2668,2796,1182.0,1280.0,1088.0,342.0,440.0,9806,43.0,51.0,0,0,0.0,0.0,0.0,0.0,387.0
2008-10-24-20,1628488,8110,19464,4055,1645867.0,1604193,1711779.0,1683873,1557394,93818.0,95280.0,75013.0,23946.0,25274.0,515117,5324.0,13495.0,0,1,4135.0,354.0,5485.0,6.0,16433.0
2008-10-24-21,1417648,7060,16944,3530,1499393.0,1469836,1403410.0,1433815,1600017,80157.0,81159.0,63945.0,17995.0,18997.0,447642,4159.0,12053.0,0,0,3032.0,1053.0,2813.0,4.0,13219.0
2008-10-24-22,632520,3150,7560,1575,694712.0,680157,451508.0,578105,654513,39186.0,40488.0,32207.0,11640.0,12875.0,243671,1805.0,5219.0,1,1,2839.0,657.0,486.0,0.0,8293.0
2008-10-24-23,236944,1180,2832,590,265422.0,249729,51430.0,197493,201597,17408.0,17924.0,14804.0,10217.0,10733.0,117293,700.0,1904.0,0,0,1460.0,1025.0,311.0,11.0,7643.0
2008-10-24-24,4016,20,48,10,48.0,4371,267.0,4641,2759,199.0,210.0,143.0,266.0,277.0,966,15.0,41.0,0,0,0.0,163.0,2.0,0.0,101.0
2008-10-24-25,2008,10,24,5,25.0,2140,203.0,2354,1046,98.0,134.0,83.0,129.0,165.0,745,5.0,10.0,0,0,13.0,0.0,0.0,0.0,116.0
2008-10-24-26,2008,10,24,5,26.0,2115,149.0,2245,1791,83.0,90.0,62.0,184.0,191.0,445,5.0,16.0,0,0,0.0,87.0,0.0,0.0,97.0
2008-10-24-27,2008,10,24,5,27.0,30,422.0,450,108,175.0,200.0,162.0,-28.0,-3.0,1449,3.0,10.0,0,0,,,,,
2008-10-24-28,2008,10,24,5,28.0,1844,119.0,1923,67,51.0,39.0,24.0,356.0,344.0,95,3.0,24.0,0,0,38.0,0.0,12.0,0.0,306.0
2008-10-24-3,6024,30,72,15,639.0,3015,1697.0,1751,3212,538.0,536.0,490.0,-14.0,-16.0,3898,20.0,28.0,0,0,,,,,
2008-10-24-30,2008,10,24,5,30.0,10,514.0,455,2408,164.0,165.0,143.0,19.0,20.0,1235,8.0,13.0,0,0,0.0,0.0,0.0,0.0,19.0
2008-10-24-31,2008,10,24,5,31.0,2230,204.0,10,875,93.0,100.0,74.0,114.0,121.0,581,7.0,12.0,0,0,0.0,7.0,0.0,0.0,107.0
2008-10-24-32,4016,20,48,10,64.0,4179,215.0,4356,2483,191.0,217.0,159.0,379.0,405.0,1122,9.0,23.0,0,0,0.0,0.0,0.0,0.0,379.0
2008-10-24-33,2008,10,24,5,33.0,35,737.0,745,966,244.0,250.0,220.0,-8.0,-2.0,1946,8.0,16.0,0,0,,,,,
2008-10-24-35,2008,10,24,5,35.0,2156,237.0,28,925,302.0,332.0,282.0,129.0,159.0,2288,9.0,11.0,0,0,11.0,0.0,0.0,0.0,118.0
2008-10-24-36,2008,10,24,5,36.0,40,454.0,505,1650,138.0,145.0,121.0,-11.0,-4.0,1055,9.0,8.0,0,0,,,,,
2008-10-24-37,2008,10,24,5,37.0,40,529.0,530,2414,172.0,170.0,146.0,-1.0,-3.0,1235,9.0,17.0,0,0,,,,,
2008-10-24-39,2008,10,24,5,39.0,40,551.0,550,154,192.0,190.0,173.0,1.0,-1.0,1399,6.0,13.0,0,0,,,,,
2008-10-24-4,26104,130,312,65,4986.0,9891,7731.0,10001,19186,1425.0,1470.0,1176.0,50.0,95.0,8184,90.0,159.0,0,0,0.0,4.0,0.0,0.0,152.0
2008-10-24-40,2008,10,24,5,40.0,2155,128.0,2301,29,48.0,66.0,35.0,147.0,165.0,227,6.0,7.0,0,0,0.0,0.0,0.0,0.0,147.0
2008-10-24-41,2008,10,24,5,41.0,2355,656.0,621,1036,195.0,206.0,174.0,35.0,46.0,1587,8.0,13.0,0,0,0.0,0.0,0.0,0.0,35.0
2008-10-24-43,4016,20,48,10,86.0,2205,597.0,2754,1229,251.0,249.0,218.0,163.0,161.0,1572,11.0,22.0,0,0,0.0,0.0,0.0,0.0,163.0
2008-10-24-45,2008,10,24,5,45.0,2215,158.0,2332,109,133.0,137.0,121.0,146.0,150.0,732,3.0,9.0,0,0,0.0,0.0,0.0,0.0,146.0
2008-10-24-47,2008,10,24,5,47.0,2140,215.0,2329,1599,88.0,109.0,65.0,166.0,187.0,526,9.0,14.0,0,0,0.0,52.0,0.0,0.0,114.0
2008-10-24-48,2008,10,24,5,48.0,55,550.0,547,766,182.0,172.0,158.0,3.0,-7.0,1334,10.0,14.0,0,0,,,,,
2008-10-24-49,2008,10,24,5,49.0,50,556.0,600,2466,187.0,190.0,166.0,-4.0,-1.0,1464,2.0,19.0,0,0,,,,,
2008-10-24-5,895568,4460,10704,2230,244428.0,263030,336194.0,341432,1240355,48106.0,47382.0,38124.0,-838.0,-1562.0,245342,3490.0,6492.0,0,0,43.0,13.0,705.0,0.0,242.0
2008-10-24-52,2008,10,24,5,52.0,50,457.0,525,30,185.0,215.0,175.0,-28.0,2.0,1542,2.0,8.0,0,0,,,,,
2008-10-24-53,2008,10,24,5,53.0,55,533.0,532,742,160.0,157.0,136.0,1.0,-2.0,1199,8.0,16.0,0,0,,,,,
2008-10-24-57,2008,10,24,5,57.0,50,558.0,553,1094,181.0,183.0,163.0,5.0,7.0,1379,8.0,10.0,0,0,,,,,
2008-10-24-58,4016,20,48,10,116.0,4429,395.0,4687,4775,339.0,358.0,299.0,308.0,327.0,2112,10.0,30.0,0,0,148.0,0.0,0.0,0.0,160.0
2008-10-24-6,2536104,12630,30312,6315,795943.0,808686,1074757.0,1079574,2677768,156414.0,156128.0,127611.0,-1689.0,-2463.0,876344,9135.0,19745.0,1,4,623.0,80.0,3125.0,0.0,220.0
2008-10-24-7,2477872,12340,29616,6170,899323.0,904764,1170516.0,1172313,2384294,162317.0,161969.0,133476.0,565.0,-361.0,925701,8640.0,20301.0,0,4,2184.0,31.0,3286.0,0.0,166.0
2008-10-24-8,2427672,12090,29016,6045,1004105.0,1008057,1280420.0,1282353,2404065,170165.0,169796.0,140833.0,959.0,528.0,992104,8008.0,21339.0,0,1,1700.0,24.0,4333.0,0.0,441.0
2008-10-24-9,2265024,11280,27072,5640,1046856.0,1047701,1282256.0,1282413,2488766,144200.0,144392.0,116161.0,3163.0,3355.0,812820,7262.0,20777.0,0,0,2188.0,80.0,4148.0,0.0,1408.0
2008-10-24-n,194776,970,2328,485,,125081,,139097,281074,,10076.0,,,,48762,,,97,0,,,,,
2008-10-25-1,16064,80,200,48,846.0,6700,3609.0,9762,5409,1263.0,1442.0,1105.0,607.0,786.0,9523,36.0,122.0,0,0,245.0,324.0,0.0,0.0,145.0
2008-10-25-10,2096352,10440,26100,6264,1073498.0,1072945,1300689.0,1303308,2370360,129202.0,134483.0,107529.0,-1143.0,2793.0,776331,6341.0,15459.0,1,4,3149.0,60.0,1458.0,0.0,583.0
2008-10-25-11,2070248,10310,25775,6186,1164823.0,1162028,1376428.0,1379886,2390412,129612.0,133618.0,107967.0,-272.0,2875.0,765500,6331.0,15382.0,2,3,2340.0,30.0,2278.0,0.0,1166.0
2008-10-25-12,2156592,10740,26850,6444,1320179.0,1317067,1556435.0,1560771,2563889,137351.0,141264.0,115493.0,-163.0,2952.0,827548,7169.0,14789.0,2,3,1197.0,594.0,2577.0,0.0,1727.0
2008-10-25-13,2116432,10540,26350,6324,1398557.0,1394648,1630811.0,1639688,2487405,129527.0,135020.0,108053.0,323.0,4549.0,775674,6655.0,14946.0,3,5,2165.0,270.0,1923.0,0.0,2401.0
2008-10-25-14,1903584,9480,23700,5688,1357498.0,1353403,1539016.0,1552195,2331368,114631.0,120252.0,96127.0,-400.0,3375.0,684304,5916.0,12836.0,3,9,1566.0,88.0,2478.0,10.0,1419.0
2008-10-25-15,1692744,8430,21075,5058,1288288.0,1283772,1453387.0,1451863,1929376,102037.0,105671.0,84224.0,1090.0,3436.0,593427,5590.0,12356.0,0,8,1323.0,159.0,3579.0,0.0,1709.0
2008-10-25-16,1863424,9280,23200,5568,1510872.0,1502604,1657930.0,1677822,2184442,114360.0,118318.0,93685.0,2639.0,5348.0,666380,6116.0,14743.0,3,8,2396.0,155.0,4615.0,0.0,1338.0
2008-10-25-17,1674672,8340,20850,5004,1442897.0,1433161,1571085.0,1575898,1968292,105342.0,108577.0,87018.0,3760.0,6536.0,604985,5178.0,13279.0,3,5,1324.0,265.0,5528.0,11.0,2063.0
2008-10-25-18,1305200,6500,16250,3900,1188141.0,1175844,1297787.0,1296811,1333716,83199.0,83707.0,67115.0,7533.0,7577.0,469994,3930.0,12215.0,0,4,2744.0,265.0,7214.0,8.0,1526.0
2008-10-25-19,1196768,5960,14900,3576,1149681.0,1134525,1230410.0,1238193,1360844,71149.0,73908.0,57576.0,7033.0,9236.0,406607,3517.0,10259.0,0,6,2235.0,381.0,5415.0,0.0,2940.0
2008-10-25-2,6024,30,75,18,670.0,2560,1612.0,3578,530,702.0,738.0,638.0,274.0,310.0,5161,24.0,40.0,0,0,103.0,0.0,0.0,0.0,206.0
2008-10-25-20,728904,3630,9075,2178,736129.0,724180,736006.0,753299,800001,42245.0,44839.0,34460.0,5858.0,7389.0,252202,2069.0,5852.0,0,8,1461.0,780.0,3762.0,0.0,2096.0
2008-10-25-21,562240,2800,7000,1680,595310.0,584500,524469.0,546508,561790,37199.0,38168.0,30788.0,5441.0,6410.0,228710,1707.0,4704.0,0,0,1726.0,45.0,3190.0,0.0,2062.0
2008-10-25-22,371480,1850,4625,1110,411291.0,395514,248962.0,307628,300214,28413.0,30034.0,24227.0,7839.0,9137.0,195872,1189.0,3042.0,1,1,1519.0,1103.0,3257.0,0.0,3272.0
2008-10-25-23,92368,460,1150,276,104719.0,93298,20992.0,53636,48258,8702.0,9238.0,7703.0,3203.0,3981.0,64636,333.0,686.0,1,0,1046.0,403.0,259.0,0.0,1738.0
2008-10-25-24,2008,10,25,6,24.0,2115,133.0,2230,2840,69.0,75.0,36.0,183.0,189.0,209,8.0,25.0,0,0,183.0,0.0,0.0,0.0,0.0
2008-10-25-26,2008,10,25,6,26.0,30,600.0,602,1743,214.0,212.0,197.0,-2.0,-4.0,1635,7.0,10.0,0,0,,,,,
2008-10-25-28,2008,10,25,6,28.0,30,417.0,450,108,169.0,200.0,152.0,-33.0,-2.0,1449,4.0,13.0,0,0,,,,,
2008-10-25-3,4016,20,50,12,637.0,660,1228.0,1230,1492,351.0,330.0,314.0,-2.0,-23.0,2309,13.0,24.0,0,0,,,,,
2008-10-25-31,2008,10,25,6,31.0,2340,611.0,545,1608,220.0,245.0,201.0,26.0,51.0,1846,6.0,13.0,0,0,0.0,0.0,0.0,0.0,26.0
2008-10-25-36,6024,30,75,18,108.0,2215,1187.0,3323,4598,399.0,428.0,344.0,144.0,173.0,2828,17.0,38.0,0,0,166.0,0.0,0.0,0.0,0.0
2008-10-25-37,2008,10,25,6,37.0,2250,124.0,2345,497,47.0,55.0,33.0,99.0,107.0,204,5.0,9.0,0,0,0.0,9.0,0.0,0.0,90.0
2008-10-25-39,2008,10,25,6,39.0,40,501.0,505,1650,142.0,145.0,125.0,-4.0,-1.0,1055,7.0,10.0,0,0,,,,,
2008-10-25-4,10040,50,125,30,2252.0,2395,2972.0,3044,5138,520.0,529.0,403.0,-32.0,-23.0,2802,65.0,52.0,0,0,0.0,0.0,25.0,0.0,0.0
2008-10-25-40,2008,10,25,6,40.0,45,434.0,458,223,174.0,193.0,155.0,-24.0,-5.0,1449,5.0,14.0,0,0,,,,,
2008-10-25-41,2008,10,25,6,41.0,55,535.0,545,766,174.0,170.0,159.0,-10.0,-14.0,1334,6.0,9.0,0,0,,,,,
2008-10-25-42,2008,10,25,6,42.0,1850,406.0,2209,47,204.0,199.0,158.0,357.0,352.0,1069,6.0,40.0,0,0,203.0,0.0,5.0,0.0,149.0
2008-10-25-43,2008,10,25,6,43.0,2215,217.0,5,1942,94.0,110.0,78.0,132.0,148.0,595,5.0,11.0,0,0,65.0,0.0,0.0,0.0,67.0
2008-10-25-46,2008,10,25,6,46.0,55,522.0,532,742,156.0,157.0,135.0,-10.0,-9.0,1199,8.0,13.0,0,0,,,,,
2008-10-25-49,2008,10,25,6,49.0,50,559.0,547,774,190.0,177.0,170.0,12.0,-1.0,1300,7.0,13.0,0,0,,,,,
2008-10-25-5,668664,3330,8325,1998,182952.0,193662,260362.0,261774,917172,39310.0,39252.0,32146.0,-1412.0,-1470.0,217480,2517.0,4647.0,0,0,36.0,0.0,378.0,0.0,0.0
2008-10-25-53,4016,20,50,12,106.0,1895,891.0,2689,2583,345.0,354.0,306.0,362.0,371.0,2329,10.0,29.0,0,0,0.0,0.0,0.0,0.0,357.0
2008-10-25-54,2008,10,25,6,54.0,1710,212.0,1850,1309,78.0,100.0,59.0,442.0,464.0,228,5.0,14.0,0,0,157.0,285.0,0.0,0.0,0.0
2008-10-25-57,2008,10,25,6,57.0,100,541.0,541,1496,164.0,161.0,146.0,0.0,-3.0,1222,8.0,10.0,0,0,,,,,
2008-10-25-6,1905592,9490,23725,5694,598968.0,607171,806870.0,813909,2216389,116845.0,118398.0,96550.0,-3498.0,-2043.0,669213,6955.0,13352.0,1,0,591.0,30.0,1153.0,10.0,0.0
2008-10-25-7,1995952,9940,24850,5964,723999.0,729731,943951.0,951190,1976531,133429.0,137179.0,113017.0,-3563.0,-172.0,803702,7193.0,13268.0,1,2,1372.0,220.0,1476.0,0.0,65.0
2008-10-25-8,2295144,11430,28575,6858,948612.0,955460,1211701.0,1221379,2423853,156967.0,161039.0,131899.0,-1503.0,1832.0,946801,7805.0,17332.0,0,3,2884.0,604.0,1959.0,11.0,372.0
2008-10-25-9,2156592,10740,26850,6444,998882.0,1001407,1223773.0,1229286,2533409,137496.0,142359.0,113725.0,-1966.0,1395.0,812499,6712.0,17258.0,0,5,2236.0,174.0,1830.0,0.0,528.0
2008-10-25-n,275096,1370,3425,822,,217760,,238104,395717,,16664.0,,,,76693,,,137,0,,,,,
2008-10-26-1,14056,70,182,49,588.0,7203,3594.0,5493,3120,1486.0,1530.0,1337.0,261.0,305.0,10935,36.0,113.0,0,0,113.0,0.0,2.0,0.0,155.0
2008-10-26-10,2321248,11560,30056,8092,1190514.0,1186297,1440878.0,1443452,2527471,142691.0,148015.0,118536.0,-1354.0,3697.0,849912,7279.0,16929.0,0,2,3299.0,83.0,1185.0,2.0,1193.0
2008-10-26-11,2293136,11420,29692,7994,1290019.0,1283304,1526650.0,1526960,2546601,142941.0,147636.0,118830.0,742.0,5195.0,844625,7391.0,16745.0,1,1,4093.0,16.0,800.0,0.0,1796.0
2008-10-26-12,2329280,11600,30160,8120,1425699.0,1420031,1679104.0,1678275,2560105,144385.0,148344.0,120124.0,389.0,4348.0,852037,7817.0,16444.0,0,0,3192.0,30.0,1271.0,0.0,1921.0
2008-10-26-13,2421648,12060,31356,8442,1602226.0,1591933,1861478.0,1858390,2785552,145672.0,150317.0,119272.0,1968.0,6613.0,845996,7825.0,18575.0,0,0,3412.0,112.0,1931.0,8.0,2714.0
2008-10-26-14,2341328,11660,30316,8162,1668691.0,1658537,1908937.0,1907339,2543965,142537.0,147082.0,117895.0,2766.0,7354.0,825408,7548.0,17118.0,2,1,3037.0,15.0,2773.0,23.0,2182.0
2008-10-26-15,2210808,11010,28626,7707,1684412.0,1673519,1903155.0,1896416,2409074,131323.0,134837.0,107405.0,4459.0,7973.0,745359,7205.0,16713.0,0,0,4144.0,48.0,2659.0,6.0,2610.0
2008-10-26-16,2246952,11190,29094,7833,1824731.0,1810692,2025911.0,2001216,2467704,137688.0,141184.0,112479.0,6005.0,9319.0,784020,7899.0,17350.0,0,2,3709.0,47.0,3778.0,36.0,3903.0
2008-10-26-17,2391528,11910,30966,8337,2056883.0,2039230,2257952.0,2247310,2588566,149552.0,153760.0,122204.0,8284.0,11893.0,841765,9284.0,18108.0,0,2,4582.0,434.0,4387.0,0.0,3857.0
2008-10-26-18,2204784,10980,28548,7686,2009675.0,1987358,2187636.0,2175414,2186174,139820.0,142836.0,114407.0,10759.0,13717.0,792168,7929.0,17511.0,0,1,3549.0,266.0,5143.0,25.0,6171.0
2008-10-26-19,2134504,10630,27638,7441,2049878.0,2024636,2188166.0,2177156,2401136,127161.0,131320.0,102709.0,11222.0,15282.0,712920,6841.0,17634.0,0,1,3562.0,255.0,6098.0,0.0,5672.0
2008-10-26-2,6024,30,78,21,452.0,470,1613.0,1685,2539,721.0,735.0,661.0,-32.0,-18.0,5446,25.0,35.0,0,0,,,,,
2008-10-26-20,1604392,7990,20774,5593,1622007.0,1597121,1684035.0,1667643,1686367,90557.0,94422.0,72943.0,12699.0,15926.0,514297,4596.0,13064.0,0,2,4000.0,378.0,4608.0,17.0,6447.0
2008-10-26-21,1335320,6650,17290,4655,1413516.0,1392171,1333176.0,1382081,1506570,73460.0,76910.0,59660.0,9215.0,12665.0,424666,3670.0,10130.0,0,0,2479.0,1013.0,1912.0,0.0,6260.0
2008-10-26-22,694768,3460,8996,2422,766732.0,754147,545899.0,619161,681794,42147.0,44114.0,35284.0,6258.0,8225.0,271216,1985.0,4878.0,0,0,2128.0,118.0,553.0,18.0,4515.0
2008-10-26-23,114456,570,1482,399,130474.0,124534,35084.0,53879,85239,10910.0,11205.0,9737.0,1725.0,2020.0,81683,380.0,793.0,0,0,371.0,20.0,61.0,0.0,1597.0
2008-10-26-24,2008,10,26,7,24.0,2250,828.0,710,298,304.0,320.0,282.0,78.0,94.0,2556,9.0,13.0,0,0,0.0,0.0,0.0,0.0,78.0
2008-10-26-25,2008,10,26,7,25.0,30,502.0,450,108,217.0,200.0,190.0,12.0,-5.0,1449,8.0,19.0,0,0,,,,,
2008-10-26-3,4016,20,52,14,635.0,370,1288.0,1063,947,353.0,353.0,317.0,145.0,145.0,2578,12.0,24.0,0,0,153.0,0.0,0.0,0.0,0.0
2008-10-26-32,2008,10,26,7,32.0,2358,124.0,54,195,52.0,56.0,41.0,30.0,34.0,261,3.0,8.0,0,0,30.0,0.0,0.0,0.0,0.0
2008-10-26-33,2008,10,26,7,33.0,35,739.0,745,966,246.0,250.0,224.0,-6.0,-2.0,1946,6.0,16.0,0,0,,,,,
2008-10-26-37,4016,20,52,14,74.0,80,985.0,1055,1804,311.0,335.0,279.0,-30.0,-6.0,2454,12.0,20.0,0,0,,,,,
2008-10-26-38,2008,10,26,7,38.0,50,548.0,600,2466,190.0,190.0,173.0,-12.0,-12.0,1464,5.0,12.0,0,0,,,,,
2008-10-26-4,12048,60,156,42,2268.0,4750,4206.0,4223,7599,738.0,753.0,616.0,-17.0,-2.0,4799,43.0,79.0,0,0,,,,,
2008-10-26-41,2008,10,26,7,41.0,40,526.0,530,2414,165.0,170.0,147.0,-4.0,1.0,1235,3.0,15.0,0,0,,,,,
2008-10-26-46,2008,10,26,7,46.0,55,534.0,545,766,168.0,170.0,154.0,-11.0,-9.0,1334,5.0,9.0,0,0,,,,,
2008-10-26-49,2008,10,26,7,49.0,50,551.0,547,774,182.0,177.0,153.0,4.0,-1.0,1300,18.0,11.0,0,0,,,,,
2008-10-26-5,530112,2640,6864,1848,145334.0,153937,203079.0,205661,792306,30525.0,31264.0,24961.0,-1902.0,-1163.0,171417,2011.0,3553.0,0,0,38.0,0.0,115.0,0.0,0.0
2008-10-26-52,2008,10,26,7,52.0,50,553.0,551,1094,181.0,181.0,164.0,2.0,2.0,1379,5.0,12.0,0,0,,,,,
2008-10-26-55,2008,10,26,7,55.0,2125,119.0,2200,5703,84.0,95.0,67.0,199.0,210.0,449,4.0,13.0,0,0,199.0,0.0,0.0,0.0,0.0
2008-10-26-56,2008,10,26,7,56.0,100,538.0,541,1496,162.0,161.0,148.0,-3.0,-4.0,1222,6.0,8.0,0,0,,,,,
2008-10-26-6,1706800,8500,22100,5950,536523.0,546291,734227.0,744257,1944555,107131.0,110286.0,88957.0,-4434.0,-1448.0,636196,6401.0,11796.0,1,1,410.0,51.0,1465.0,0.0,0.0
2008-10-26-7,1921656,9570,24882,6699,697661.0,701216,915592.0,923931,1817168,129840.0,134355.0,110213.0,-4780.0,-315.0,793210,6942.0,12701.0,0,1,1100.0,346.0,804.0,0.0,220.0
2008-10-26-8,2254984,11230,29198,7861,933837.0,936038,1185260.0,1194989,2271387,154926.0,159651.0,130774.0,-4436.0,39.0,942208,7719.0,16459.0,0,2,1517.0,529.0,1026.0,0.0,392.0
2008-10-26-9,2218840,11050,28730,7735,1029489.0,1029078,1255093.0,1259597,2449086,138261.0,143099.0,113994.0,-2294.0,1811.0,809146,6987.0,17406.0,0,6,2289.0,201.0,1174.0,0.0,997.0
